companyName	projectTitle	projectDescription	emissionsOffset	creditsIssued	financialInfo	projectDocumentation
Aimbu	Replace R Int Mamm Art w Nonaut Sub, Perc Endo	Sed ante. Vivamus tortor. Duis mattis egestas metus.	719415	0	Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	blog.com
Centimia	Destruction of Sciatic Nerve, Open Approach	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	64333	0	Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.	cornell.edu
Linktype	Introduce of Oth Anti-infect into Pleural Cav, Perc Approach	Sed ante. Vivamus tortor. Duis mattis egestas metus.	531161	0	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	google.nl
Tazzy	Revision of Drainage Device in Pancreat Duct, Perc Approach	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	837057	0	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	cloudflare.com
Blognation	Occlusion of Left Internal Mammary Lymphatic, Open Approach	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	484270	0	In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.	japanpost.jp
Skimia	Bypass Inferior Mesenteric Vein to Lower Vein, Open Approach	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	45	0	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	ocn.ne.jp
Oyoloo	Revision of Synthetic Substitute in L Auditory Ossicle, Endo	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	897393	0	Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.	ocn.ne.jp
Topiczoom	Control Bleeding in Abdominal Wall, Percutaneous Approach	In congue. Etiam justo. Etiam pretium iaculis justo.	327204	0	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	list-manage.com
Meemm	Compression of Right Thumb using Pressure Dressing	Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	569908	0	Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.	nyu.edu
Topdrive	CT Scan of Inf Vena Cava using Intravasc Optic Cohere	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	228566	0	Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.	wired.com
Thoughtblab	Supplement Portal Vein with Synth Sub, Open Approach	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	40814	0	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	de.vu
Browsebug	Dilate R Brach Art, Bifurc, w 3 Drug-elut, Perc Endo	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	164606	0	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	indiatimes.com
Linktype	Occlusion L Int Carotid w Bioact Intralum, Perc	Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.	798141	0	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	wikispaces.com
Tagchat	Bypass Bi Ureter to Bladder with Synth Sub, Open Approach	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	31971	0	Fusce consequat. Nulla nisl. Nunc nisl.	cornell.edu
Quire	Bypass R Basilic Vein to Up Vein w Autol Art, Open	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	470248	0	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	youtube.com
Rhycero	Dilation of L Ant Tib Art with 3 Intralum Dev, Perc Approach	Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.	848001	0	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	miibeian.gov.cn
Leenti	Insertion of Facet Stabl Dev into Lum Jt, Perc Endo Approach	Sed ante. Vivamus tortor. Duis mattis egestas metus.	235763	0	In congue. Etiam justo. Etiam pretium iaculis justo.	salon.com
Devpoint	Wheelchair Mobility Assessment using Orthosis	In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.	466113	0	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	nymag.com
Quinu	Change Other Device in Vagina & Cul-de-sac, Extern Approach	In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.	30873	0	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	elegantthemes.com
Bubblemix	Beam Radiation of Diaphragm using Photons 1 - 10 MeV	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.	725166	0	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	army.mil
Skyndu	HDR Brachytherapy of Inguinal Lymph using Iodine 125	Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.	605066	0	Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.	rambler.ru
Skinder	Fluoroscopy of Right Foot/Toe Joint using L Osm Contrast	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	897262	0	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	columbia.edu
Edgeify	Plain Radiography of L Up Extrem Lymph using H Osm Contrast	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	541581	0	Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.	loc.gov
Yakijo	Bypass Esophag to Cutan with Nonaut Sub, Perc Endo Approach	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	852328	0	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	blogtalkradio.com
Skinder	Excision of Left Upper Lung Lobe, Perc Approach, Diagn	Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	541197	0	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	cbsnews.com
Divanoodle	Removal of Other Device from R Up Extrem, Perc Endo Approach	Phasellus in felis. Donec semper sapien a libero. Nam dui.	684310	0	Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	people.com.cn
Innojam	Insert of Ring Ext Fix into R Low Femur, Perc Endo Approach	Sed ante. Vivamus tortor. Duis mattis egestas metus.	897551	0	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	businessweek.com
Rhybox	Drainage of L Up Leg Tendon with Drain Dev, Open Approach	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	465994	0	In congue. Etiam justo. Etiam pretium iaculis justo.	cdbaby.com
Flipstorm	Drainage of L Shoulder Muscle with Drain Dev, Perc Approach	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	490017	0	In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.	dyndns.org
Tazzy	MRI of R Ovary using Oth Contrast, Unenh, Enhance	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	73395	0	Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.	hhs.gov
Dynazzy	Release Right Kidney, Open Approach	Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	725266	0	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	wiley.com
Lazzy	Supplement Hard Palate with Nonaut Sub, Perc Approach	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	195984	0	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	soup.io
Avaveo	Insertion of Int Fix into L Elbow Jt, Perc Endo Approach	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	935378	0	Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.	usda.gov
Gabvine	Replacement of Left Atrium with Synth Sub, Open Approach	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	659312	0	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	wordpress.com
Digitube	Repair Right Pulmonary Vein, Perc Endo Approach	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	279675	0	Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.	squidoo.com
Realfire	Introduce Analg/Hypnot/Sedat in Central Art, Perc	Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	512807	0	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	aboutads.info
Pixope	Drainage of Left Axillary Artery, Percutaneous Approach	Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	518406	0	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	soup.io
Oyoyo	Introduce Nonaut Somat Stem Cell in Cran Cav/Brain, Open	Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	765145	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	mapy.cz
Gabvine	Dilate L Fem Art, Bifurc, w Intralum Dev, Open	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	257801	0	Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	instagram.com
Skalith	Revision of Drainage Device in Pericard Cav, Extern Approach	Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.	412331	0	Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.	de.vu
Jabberstorm	Revise of Intralum Dev in Low Intest Tract, Extern Approach	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	324036	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	dedecms.com
Fliptune	Dilation of L Ant Tib Art with 4 Drug-elut, Open Approach	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	836269	0	Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	ifeng.com
Zooxo	Bypass R Inner Ear to Endolymphatic w Nonaut Sub, Open	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	831795	0	Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.	pinterest.com
Realmix	Removal of Autol Sub from Mediastinum, Extern Approach	Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.	666454	0	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	wordpress.org
Gabtune	Revision of Nonautologous Tissue Substitute in Ureter, Endo	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	426757	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	github.io
Skaboo	Change Intermittent Pressure Device on Right Finger	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	923678	0	Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.	com.com
Mydo	Fluoroscopy of Bi Pulm Vein using L Osm Contrast, Guidance	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	961097	0	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	walmart.com
Skajo	Drainage of R Sup Parathyroid, Perc Endo Approach	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	612218	0	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	baidu.com
Youtags	Bypass Descend Colon to Cutan w Nonaut Sub, Perc Endo	Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	296136	0	Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	twitter.com
Trunyx	Drainage of Cul-de-sac with Drainage Device, Endo	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	160335	0	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	baidu.com
